Designator,Comment,Footprint,OOMP ID,Reason
C2,10uF,Adafruit CP2102N Friend-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C3,10uF,Adafruit CP2102N Friend-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C5,10uF,Adafruit CP2102N Friend-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
D1,RED,Adafruit CP2102N Friend-import-fps:CHIPLED_0603_NOOUTLINE,electronic_led_0603_red,No verified LCSC part number
D2,GREEN,Adafruit CP2102N Friend-import-fps:CHIPLED_0603_NOOUTLINE,electronic_led_0603_green,No verified LCSC part number
IC1,CP2102N-24,Adafruit CP2102N Friend-import-fps:QFN24_4MM_SMSC,,No verified LCSC part number
R1,20K,Adafruit CP2102N Friend-import-fps:0603-NO,electronic_resistor_0603_20000_ohm,No verified LCSC part number
R2,20K,Adafruit CP2102N Friend-import-fps:0603-NO,electronic_resistor_0603_20000_ohm,No verified LCSC part number
R6,20K,Adafruit CP2102N Friend-import-fps:0603-NO,electronic_resistor_0603_20000_ohm,No verified LCSC part number
U$8,,Adafruit CP2102N Friend-import-fps:ADAFRUIT_2.5MM,,No verified LCSC part number
U$17,,Adafruit CP2102N Friend-import-fps:PCBFEAT-REV-040,,No verified LCSC part number
U$22,,Adafruit CP2102N Friend-import-fps:ADAFRUIT_5MM,,No verified LCSC part number
X2,,Adafruit CP2102N Friend-import-fps:USB_C_CUSB31-CFM2AX-01-X,,No verified LCSC part number
