Designator,Mid X,Mid Y,Rotation,Layer
C1,132.4735,-98.1060,-90.00,Top
C2,130.8860,-98.1060,-90.00,Top
D1,126.1235,-104.4560,180.00,Top
J1,129.6160,-109.5360,0.00,Top
J2,142.3160,-86.6760,180.00,Top
J3,143.7835,-98.1060,90.00,Top
J4,134.6960,-109.5360,0.00,Top
J5,128.1485,-98.1060,-90.00,Top
JP1,126.1235,-103.8210,90.00,Bottom
JP2,133.7435,-101.9160,0.00,Bottom
JP3,138.2774,-101.9160,180.00,Bottom
R1,139.1410,-101.9160,-90.00,Top
R2,134.3785,-101.9160,-90.00,Top
R3,132.7910,-101.9160,-90.00,Top
R4,137.5535,-101.9160,-90.00,Top
R5,126.1235,-102.8685,0.00,Top
U1,135.9660,-98.1060,0.00,Top
