Comment,Designator,Footprint,LCSC Part #
,U$4,atmega32u4bb-import-fps:ADAFRUIT200MIL,
0.1uF,"C1,C4,C6,C7",atmega32u4bb-import-fps:C0805K,
10K,R4,atmega32u4bb-import-fps:R0805,C17414
10uF,C5,atmega32u4bb-import-fps:A_3216-18R,
16MHz,X3,atmega32u4bb-import-fps:NX5032,
18pF,"C2,C3",atmega32u4bb-import-fps:C0805K,
1K,"R3,R5",atmega32u4bb-import-fps:R0805,C17513
22,"R1,R2",atmega32u4bb-import-fps:R0805,C2907310
500mA,L1,atmega32u4bb-import-fps:R1206,
ATMEGA32U4-AU,IC1,atmega32u4bb-import-fps:TQFP44,
Breakout 1,JP1,atmega32u4bb-import-fps:1X15-CB,C7501589
Breakout 2,JP5,atmega32u4bb-import-fps:1X15-CB,C7501589
EVQQ2,BOOT0,atmega32u4bb-import-fps:EVQ-Q2,
FIDUCIAL,"U$1,U$2,U$6",atmega32u4bb-import-fps:FIDUCIAL_1MM,
GREEN,PWR0,atmega32u4bb-import-fps:CHIPLED_0805,
MiniB USB,CN1,atmega32u4bb-import-fps:USB-MINIB,
PINHD-2X3THM,ISP6,atmega32u4bb-import-fps:ISP6,
RED,L0,atmega32u4bb-import-fps:CHIPLED_0805,
