Designator,Mid X,Mid Y,Rotation,Layer
BOOT0,11.9380,2.7940,0.00,Top
C1,-14.2240,-5.8420,180.00,Top
C2,14.4780,-5.4610,0.00,Top
C3,14.4780,-1.9050,0.00,Top
C4,-13.8430,5.8420,0.00,Top
C5,-13.3350,3.8100,180.00,Top
C6,6.2230,-4.6990,-90.00,Top
C7,5.0800,5.9690,0.00,Top
CN1,-21.5900,0.0000,-90.00,Top
IC1,-2.0320,-0.2540,0.00,Top
ISP6,21.7170,0.0000,-90.00,Top
JP1,-1.2700,-10.1600,180.00,Top
JP5,-1.2700,10.1600,0.00,Top
L0,-22.6060,-6.8580,90.00,Top
L1,-13.3350,1.6510,0.00,Top
PWR0,-22.6060,6.8580,90.00,Top
R1,-13.2080,-0.3810,0.00,Top
R2,-13.2080,-2.5400,0.00,Top
R3,-18.4150,6.8580,0.00,Top
R4,19.4310,8.7630,0.00,Top
R5,-18.5420,-6.7310,0.00,Top
U$1,20.0660,-9.6520,0.00,Top
U$2,-23.8760,2.0320,0.00,Top
U$4,7.3660,-1.5240,180.00,Top
U$6,-9.3980,5.3340,0.00,Top
X3,10.9220,-3.9370,90.00,Top
