Designator,Mid X,Mid Y,Rotation,Layer
C1,11.9380,12.7000,180.00,Top
C2,6.8580,9.6520,180.00,Top
C3,8.1280,3.8100,90.00,Top
C4,14.4780,2.5400,180.00,Top
C5,14.6050,8.5090,180.00,Top
FB1,14.6050,6.4770,0.00,Top
FB2,14.6050,4.3180,0.00,Top
JP1,3.0480,7.6200,90.00,Top
R1,11.1760,10.0330,-90.00,Top
R2,7.7470,7.6200,0.00,Top
R3,6.3500,4.5720,90.00,Top
U1,10.7950,5.0800,180.00,Top
U$3,18.7960,12.1920,180.00,Top
U$4,18.6690,2.9210,0.00,Top
U$5,17.0180,9.3980,90.00,Top
U$6,17.6530,13.9700,180.00,Bottom
VR1,7.6200,12.7000,-90.00,Top
X1,20.4470,7.4930,90.00,Top
