Comment,Designator,Footprint,LCSC Part #
,JP1,ADXL345_Breakout-import-fps:1X08,C492421
0.1uF,"C1,CIO0",ADXL345_Breakout-import-fps:0603-CAP,C14663
10uF,C2,ADXL345_Breakout-import-fps:EIA3216,
ADXL345PATRICK,U2,ADXL345_Breakout-import-fps:LGA14_1_1_PATRICK,
FIDUCIAL1X2,"JP4,JP5",ADXL345_Breakout-import-fps:FIDUCIAL-1X2,
LOGO-SFENEW,U$2,ADXL345_Breakout-import-fps:SFE-NEW-WEBLOGO,
OSHW-LOGOS,U$3,ADXL345_Breakout-import-fps:OSHW-LOGO-S,
