Designator,Comment,Footprint,OOMP ID,Reason
C2,10uF,Adafruit TCA8418-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C3,10uF,Adafruit TCA8418-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
D1,GREEN,Adafruit TCA8418-import-fps:CHIPLED_0603_NOOUTLINE,electronic_led_0603_green,No verified LCSC part number
D2,1n4148,Adafruit TCA8418-import-fps:SOD-323,electronic_diode_switching_sod_323_onsemi_1n4148ws,No verified LCSC part number
IC1,TCA8418,Adafruit TCA8418-import-fps:QFN24_4MM_SMSC,,No verified LCSC part number
Q2,BSS138,Adafruit TCA8418-import-fps:SOT363,electronic_transistor_sot_363_6_mosfet_n_channel_dual,No verified LCSC part number
U2,AP2127K-3.3,Adafruit TCA8418-import-fps:SOT23-5,,No verified LCSC part number
U$12,,Adafruit TCA8418-import-fps:PCBFEAT-REV-040,,No verified LCSC part number
U$19,,Adafruit TCA8418-import-fps:ADAFRUIT_5MM,,No verified LCSC part number
U$20,,Adafruit TCA8418-import-fps:ADAFRUIT_2.5MM,,No verified LCSC part number
U$30,,Adafruit TCA8418-import-fps:STEMMAQT,,No verified LCSC part number
U$31,,Adafruit TCA8418-import-fps:STEMMAQT,,No verified LCSC part number
