Designator,Mid X,Mid Y,Rotation,Layer
C1,138.0500,-111.7000,-90.00,Top
C2,136.8500,-111.7000,-90.00,Top
C3,135.7000,-111.7000,-90.00,Top
C4,137.6000,-85.3200,90.00,Top
C5,138.8000,-85.3200,-90.00,Top
C6,134.4500,-99.2000,90.00,Top
C7,146.9500,-99.4000,90.00,Top
C8,136.4000,-85.3200,90.00,Top
C9,144.8000,-85.4000,90.00,Top
C10,141.0000,-82.6000,0.00,Top
D1,140.6000,-114.0100,-90.00,Top
D2,136.8500,-113.9175,-90.00,Top
D3,144.1500,-113.9000,-90.00,Top
D4,145.6850,-106.0000,180.00,Top
J1,133.0800,-119.9250,0.00,Top
J2,146.9500,-119.9250,0.00,Top
Q1,136.2000,-88.8000,180.00,Top
Q2,144.0000,-88.8000,180.00,Top
R1,135.2000,-85.2900,-90.00,Top
R2,131.3500,-113.9000,90.00,Top
R3,135.7000,-113.9000,90.00,Top
R4,142.4000,-85.4000,90.00,Top
R5,143.6000,-85.4000,-90.00,Top
R6,139.4500,-114.0000,90.00,Top
R7,145.2500,-113.9100,90.00,Top
R8,148.9000,-113.8900,90.00,Top
R9,145.6850,-104.7000,0.00,Top
R10,138.6900,-107.1000,0.00,Top
R11,138.7000,-108.2000,0.00,Top
SW1,136.3000,-93.2000,0.00,Top
SW2,143.9000,-93.2000,180.00,Top
U1,140.0700,-68.5000,0.00,Top
U2,128.6050,-59.7514,0.00,Top
U3,134.2000,-107.1000,90.00,Top
U5,140.7000,-99.0000,0.00,Top
