Designator,Mid X,Mid Y,Rotation,Layer
C1,28.0670,24.8920,-90.00,Top
C2,21.2090,25.0190,90.00,Top
C4,12.4460,4.4450,180.00,Top
DISPLAY1,0.1270,27.4955,-90.00,Top
IC2,24.5110,24.8920,90.00,Top
IC4,16.8910,21.7170,90.00,Top
JP1,33.0200,13.9700,-90.00,Top
Q2,14.8590,16.1290,0.00,Top
Q3,9.0170,3.4290,90.00,Top
R1,17.5260,25.0190,90.00,Top
R2,15.8750,25.0190,90.00,Top
R3,12.4460,2.5400,0.00,Top
R4,19.1770,25.0190,90.00,Top
R5,6.5405,4.2545,90.00,Top
TP1,3.4925,2.7940,0.00,Top
U1,24.1300,19.6850,-90.00,Top
U$2,16.7005,18.5420,0.00,Top
U$3,1.2065,0.8890,0.00,Top
U$4,1.2065,27.1780,0.00,Top
U$5,30.5435,2.4130,0.00,Top
