Comment,Designator,Footprint,LCSC Part #
,"U$1,U$2",Adafruit Power Switch-import-fps:ADAFRUIT_2.5MM,
,S1,Adafruit Power Switch-import-fps:B3F-40XX-ROUND,
0.1uF,C1,Adafruit Power Switch-import-fps:C0805,
100K,"R2,R3",Adafruit Power Switch-import-fps:R0805,C149504
1K,"R1,R4",Adafruit Power Switch-import-fps:R0805,C17513
1X4-CLEANBIG,"CN1,CN2",Adafruit Power Switch-import-fps:1X04-CLEANBIG,
2N2222,Q1,Adafruit Power Switch-import-fps:SOT23-BEC,
4093DT,IC1,Adafruit Power Switch-import-fps:MC14093B-TSSOP14,
POWER PFET,Q2,Adafruit Power Switch-import-fps:SOT23-WIDE,
RED,LED0,Adafruit Power Switch-import-fps:CHIP-LED0805,
