Designator,Mid X,Mid Y,Rotation,Layer
C1,10.2870,5.2070,0.00,Top
C16,2.2225,12.8270,180.00,Top
C17,6.9215,6.4135,180.00,Top
C18,2.2225,6.0960,0.00,Top
IC1,7.7470,9.9695,-90.00,Top
IC3,2.1590,9.3345,180.00,Top
JP2,10.1600,2.5400,180.00,Top
PLABEL0,2.6670,4.1910,0.00,Top
PLABEL1,5.0800,0.8890,0.00,Top
PLABEL2,7.6200,4.1910,0.00,Top
PLABEL3,10.1600,0.8890,0.00,Top
PLABEL4,12.8270,4.0640,0.00,Top
PLABEL5,15.3670,0.8890,0.00,Top
PLABEL6,18.0340,4.1910,0.00,Top
PLABEL7,14.6050,10.6680,90.00,Top
PLABEL8,17.1450,10.6680,90.00,Top
PLABEL9,15.7480,13.8430,0.00,Top
PLABEL10,3.3020,13.9700,0.00,Top
PLABEL11,20.0660,5.2070,90.00,Top
PLABEL12,10.1600,12.7000,180.00,Bottom
PLABEL13,10.0330,5.5880,180.00,Bottom
PLABEL14,6.8580,9.1440,180.00,Bottom
R10,17.8435,13.7795,-90.00,Top
R11,10.2870,6.7310,0.00,Top
SW2,15.3670,8.5090,0.00,Top
U$6,19.8120,11.4300,180.00,Bottom
U$7,1.9050,12.8270,180.00,Bottom
X4,10.1600,16.5100,180.00,Top
