Comment,Designator,Footprint,LCSC Part #
,JP3,Adafruit Feather STM32F405 Express-import-fps:1X12_ROUND,C7501588
,JP1,Adafruit Feather STM32F405 Express-import-fps:1X16_ROUND,C7501270
,X3,Adafruit Feather STM32F405 Express-import-fps:2X05_1.27MM_SMT,
,U$40,Adafruit Feather STM32F405 Express-import-fps:FEATHER_STM32F405_BOT,
,U$24,Adafruit Feather STM32F405 Express-import-fps:FEATHER_STM32F405_TOP,
,X5,Adafruit Feather STM32F405 Express-import-fps:MICROSD,
,U$13,Adafruit Feather STM32F405 Express-import-fps:PCBFEAT-REV-040,
,"TP1,TP2,TP3",Adafruit Feather STM32F405 Express-import-fps:TESTPOINT_ROUND_1.5MM,
,X6,Adafruit Feather STM32F405 Express-import-fps:USB_C_CUSB31-CFM2AX-01-X,
0.1uF,"C1,C15",Adafruit Feather STM32F405 Express-import-fps:0603-NO,C14663
100K,"R4,R10",Adafruit Feather STM32F405 Express-import-fps:0603-NO,C25803
100K,R9,Adafruit Feather STM32F405 Express-import-fps:RESPACK_4X0603_NO,C25803
10K,R3,Adafruit Feather STM32F405 Express-import-fps:0603-NO,C98220
10K,R1,Adafruit Feather STM32F405 Express-import-fps:RESPACK_4X0603_NO,C98220
10uF,C5,Adafruit Feather STM32F405 Express-import-fps:0805-NO,
10µF,"C3,C6,C8,C9,C12,C13",Adafruit Feather STM32F405 Express-import-fps:0805-NO,
12mhz,Y1,Adafruit Feather STM32F405 Express-import-fps:CRYSTAL_2.5X2,
1K,R2,Adafruit Feather STM32F405 Express-import-fps:0603-NO,C2907002
1uF,"C4,C7,C10,C11,C14,C16,C17",Adafruit Feather STM32F405 Express-import-fps:0603-NO,C5673
2.2K,R7,Adafruit Feather STM32F405 Express-import-fps:0603-NO,C4190
22pF,C2,Adafruit Feather STM32F405 Express-import-fps:RESPACK_4X0603,C105620
25Q16,U1,Adafruit Feather STM32F405 Express-import-fps:SOIC8_150MIL,
32.768,X2,Adafruit Feather STM32F405 Express-import-fps:XTAL3215,
5.1K,"R5,R6,R8",Adafruit Feather STM32F405 Express-import-fps:0603-NO,C23186
AP2112-3.3,U2,Adafruit Feather STM32F405 Express-import-fps:SOT23-5,
DMG3405,Q3,Adafruit Feather STM32F405 Express-import-fps:SOT23-R,
ferrite,FB2,Adafruit Feather STM32F405 Express-import-fps:0805-NO,
FIDUCIAL_1MM,"U$5,U$34,U$35,U$37",Adafruit Feather STM32F405 Express-import-fps:FIDUCIAL_1MM,
JSTPH,X1,Adafruit Feather STM32F405 Express-import-fps:JSTPH2,
KMR2,SW1,Adafruit Feather STM32F405 Express-import-fps:BTN_KMR2_4.6X2.8,
MBR054,D4,Adafruit Feather STM32F405 Express-import-fps:SOD-123,
MCP73831T-2ACI/OT,U3,Adafruit Feather STM32F405 Express-import-fps:SOT23-5,
ORANGE,CHG0,Adafruit Feather STM32F405 Express-import-fps:CHIPLED_0805_NOOUTLINE,
RED,L0,Adafruit Feather STM32F405 Express-import-fps:CHIPLED_0805_NOOUTLINE,
STEMMA_I2C_QT,CONN1,Adafruit Feather STM32F405 Express-import-fps:JST_SH4,C160404
STM32F405R,U$3,Adafruit Feather STM32F405 Express-import-fps:TQFP64,
"TPB1,27","D+0,D-0","Adafruit Feather STM32F405 Express-import-fps:B1,27",
WS2812B3535,LED1,Adafruit Feather STM32F405 Express-import-fps:LED3535,
