Comment,Designator,Footprint,LCSC Part #
,"JP34,JP35",Adafruit-BeagleBone-ProtoBoard-v0.1-import-fps:1X03_ROUND_76,C49257
,"JP9,JP10",Adafruit-BeagleBone-ProtoBoard-v0.1-import-fps:1X04_ROUND_76,C42431795
,JP26,Adafruit-BeagleBone-ProtoBoard-v0.1-import-fps:1X06_ROUND_76,C37208
,"JP5,JP6,JP11,JP12,JP13,JP14,JP15,JP16,JP17,JP18,JP19,JP20,JP21,JP22,JP23",Adafruit-BeagleBone-ProtoBoard-v0.1-import-fps:1X11_ROUND_76,C2894934
,"JP1,JP2,JP3,JP4",Adafruit-BeagleBone-ProtoBoard-v0.1-import-fps:1X23_ROUND_70MIL,C725915
,U$7,Adafruit-BeagleBone-ProtoBoard-v0.1-import-fps:ADAFRUIT200MIL,
,U1,Adafruit-BeagleBone-ProtoBoard-v0.1-import-fps:BREAKOUT_SOIC8,
,U2,Adafruit-BeagleBone-ProtoBoard-v0.1-import-fps:BREAKOUT_SOT23-6,
BEAGLEBONE_OUTLINE,U$2,Adafruit-BeagleBone-ProtoBoard-v0.1-import-fps:BEAGLEBONE_SHIELD,
V_3.3V,JP7,Adafruit-BeagleBone-ProtoBoard-v0.1-import-fps:1X08_ROUND_70,C492421
V_5V,JP24,Adafruit-BeagleBone-ProtoBoard-v0.1-import-fps:1X08_ROUND_70,C492421
V_GND,JP8,Adafruit-BeagleBone-ProtoBoard-v0.1-import-fps:1X08_ROUND_70,C492421
