Designator,Mid X,Mid Y,Rotation,Layer
C1,2.0320,13.2080,-90.00,Top
C2,15.4940,26.9240,90.00,Top
C3,2.4130,5.5880,0.00,Top
JP1,7.6200,27.9400,0.00,Top
JP2,21.5900,24.5110,0.00,Top
JP3,12.7000,2.5400,0.00,Top
R1,5.3340,6.6040,-90.00,Top
R2,5.3340,10.0330,-90.00,Top
R3,4.6990,12.5730,180.00,Top
U1,14.7320,14.7320,90.00,Top
U2,3.3020,18.5420,180.00,Top
U3,2.5400,9.0170,0.00,Top
U$8,1.6510,22.2250,0.00,Top
U$14,2.0320,14.9860,180.00,Bottom
U$19,20.7010,19.0500,180.00,Bottom
X1,21.5900,29.0830,-90.00,Top
