Ref,Val,Package,PosX,PosY,Rot,Side
"U$25","","PCBFEAT-REV-040",29.450000,47.676000,180.000000,bottom
"U$28","","ADAFRUIT_TEXT_20MM",27.940000,26.924000,180.000000,bottom
"U$30","","STEMMAQT",32.442000,4.448000,90.000000,bottom
"U$31","","STEMMAQT",2.907000,13.386000,-90.000000,bottom
"C1","0.1uF","0603-NO",10.998000,7.352000,-90.000000,top
"C2","10uF","0805-NO",8.241000,5.512000,0.000000,top
"C3","10uF","0805-NO",9.765000,11.608000,0.000000,top
"C4","10uF","0805-NO",12.700000,7.493000,-90.000000,top
"C5","10uF","0805_10MGAP",18.796000,6.477000,-90.000000,top
"C6","1uF","0805-NO",20.574000,7.747000,90.000000,top
"CONN3","STEMMA_I2C_QT","JST_SH4",33.020000,8.890000,90.000000,top
"CONN4","STEMMA_I2C_QT","JST_SH4",2.540000,8.890000,-90.000000,top
"D1","GREEN","CHIPLED_0603_NOOUTLINE",5.918000,5.320000,180.000000,top
"D2","1N4148","SOD-323",24.130000,6.731000,90.000000,top
"D3","1N4148","SOD-323",22.479000,6.731000,90.000000,top
"FID3","FIDUCIAL_1MM","FIDUCIAL_1MM",32.944000,18.556000,-90.000000,top
"FID4","FIDUCIAL_1MM","FIDUCIAL_1MM",2.210000,43.829000,-90.000000,top
"IC1","AP3602/RT9361","SOT23-6",15.748000,7.620000,-90.000000,top
"JP2","","2X05_1.27MM_SMT",5.754000,20.300000,90.000000,top
"JP3","","1X07_ROUND_70",17.780000,2.540000,0.000000,top
"Q2","BSS138","SOT363",27.291000,5.639000,90.000000,top
"R1","10K","0603-NO",6.401000,11.698000,180.000000,top
"R2","100K","0603-NO",15.367000,5.334000,0.000000,top
"R3","10K","RESPACK_4X0603",27.610000,10.301000,90.000000,top
"R4","100K","0603-NO",24.130000,11.303000,0.000000,top
"U$1","MOUNTINGHOLE2.5","MOUNTINGHOLE_2.5_PLATED",2.754000,48.300000,-90.000000,top
"U$17","MOUNTINGHOLE2.5","MOUNTINGHOLE_2.5_PLATED",32.754000,15.300000,-90.000000,top
"U$19","MOUNTINGHOLE2.5","MOUNTINGHOLE_2.5_PLATED",2.540000,2.540000,-90.000000,top
"U$21","MOUNTINGHOLE2.5","MOUNTINGHOLE_2.5_PLATED",33.020000,2.540000,-90.000000,top
"U$22","","ADAFRUIT_3.5MM",5.066000,0.432000,0.000000,top
"U2","AP2112K-3.3","SOT23-5",8.622000,8.687000,0.000000,top
