Designator,Mid X,Mid Y,Rotation,Layer
A1,179.0700,-90.8825,-90.00,Top
C1,150.0400,-101.1900,180.00,Top
C2,150.0400,-102.2600,180.00,Top
C3,150.0100,-103.4100,180.00,Top
C4,149.5200,-93.4000,0.00,Top
C5,172.1394,-94.9794,135.00,Top
C6,174.0194,-93.6594,-45.00,Top
C7,161.6494,-101.4894,135.00,Top
C8,163.0694,-102.8494,-45.00,Top
C9,170.7206,-93.5706,135.00,Top
C10,172.4894,-93.6794,-45.00,Top
C11,152.2600,-103.4300,180.00,Top
C12,159.3000,-102.3700,-90.00,Top
D1,158.5650,-98.0600,180.00,Top
D2,152.2550,-102.2800,180.00,Top
D3,158.5350,-99.6500,180.00,Top
F1,152.2650,-101.1900,180.00,Top
J1,142.8750,-98.4800,-90.00,Top
J2,181.8000,-95.9600,180.00,Bottom
R1,148.3300,-96.4200,90.00,Top
R2,148.3300,-100.7400,-90.00,Top
R3,155.2900,-93.7000,180.00,Top
R4,152.8900,-93.4000,0.00,Top
R5,176.4100,-102.7800,0.00,Top
R6,156.4300,-98.0700,180.00,Top
R7,156.4000,-99.6400,180.00,Top
SW1,180.5800,-98.9100,-90.00,Top
U1,167.0910,-98.3537,-135.00,Top
U2,156.4525,-102.3200,180.00,Top
U3,152.0500,-97.4000,0.00,Top
Y1,176.0032,-95.5389,-135.00,Top
