Comment,Designator,Footprint,LCSC Part #
,JP1,Adafruit MAX44009 Lux Light Sensor-import-fps:1X06_ROUND_70,C37208
,"U$2,U$22",Adafruit MAX44009 Lux Light Sensor-import-fps:ADAFRUIT_3.5MM,
,U$25,Adafruit MAX44009 Lux Light Sensor-import-fps:PCBFEAT-REV-040,
,PLABEL0,Adafruit MAX44009 Lux Light Sensor-import-fps:PLABEL0,
,PLABEL1,Adafruit MAX44009 Lux Light Sensor-import-fps:PLABEL1,
,PLABEL13,Adafruit MAX44009 Lux Light Sensor-import-fps:PLABEL13,
,PLABEL14,Adafruit MAX44009 Lux Light Sensor-import-fps:PLABEL14,
,PLABEL15,Adafruit MAX44009 Lux Light Sensor-import-fps:PLABEL15,
,PLABEL16,Adafruit MAX44009 Lux Light Sensor-import-fps:PLABEL16,
,PLABEL17,Adafruit MAX44009 Lux Light Sensor-import-fps:PLABEL17,
,PLABEL18,Adafruit MAX44009 Lux Light Sensor-import-fps:PLABEL18,
,PLABEL19,Adafruit MAX44009 Lux Light Sensor-import-fps:PLABEL19,
,PLABEL2,Adafruit MAX44009 Lux Light Sensor-import-fps:PLABEL2,
,PLABEL20,Adafruit MAX44009 Lux Light Sensor-import-fps:PLABEL20,
,PLABEL21,Adafruit MAX44009 Lux Light Sensor-import-fps:PLABEL21,
,PLABEL3,Adafruit MAX44009 Lux Light Sensor-import-fps:PLABEL3,
,PLABEL4,Adafruit MAX44009 Lux Light Sensor-import-fps:PLABEL4,
,PLABEL5,Adafruit MAX44009 Lux Light Sensor-import-fps:PLABEL5,
,PLABEL8,Adafruit MAX44009 Lux Light Sensor-import-fps:PLABEL8,
,"U$30,U$31",Adafruit MAX44009 Lux Light Sensor-import-fps:STEMMAQT,
0.1uF,C1,Adafruit MAX44009 Lux Light Sensor-import-fps:0603-NO,C14663
10K,"R1,R2,R4",Adafruit MAX44009 Lux Light Sensor-import-fps:0603-NO,C98220
10K Pack,R3,Adafruit MAX44009 Lux Light Sensor-import-fps:RESPACK_4X0603,C98220
10uF,"C2,C3",Adafruit MAX44009 Lux Light Sensor-import-fps:0805-NO,
AP2127K-3.3,U2,Adafruit MAX44009 Lux Light Sensor-import-fps:SOT23-5,
BSS138,Q2,Adafruit MAX44009 Lux Light Sensor-import-fps:SOT363,
GREEN,D1,Adafruit MAX44009 Lux Light Sensor-import-fps:CHIPLED_0603_NOOUTLINE,
MAX44009EDT+,U1,Adafruit MAX44009 Lux Light Sensor-import-fps:UTDFN-OPTO-6,
STEMMA_I2C_QT,"CONN3,CONN4",Adafruit MAX44009 Lux Light Sensor-import-fps:JST_SH4,C160404
