Comment,Designator,Footprint,LCSC Part #
,"JP1,JP3",Adafruit microSD BFF-import-fps:1X07_CASTEL,C7501585
,U$2,Adafruit microSD BFF-import-fps:ADAFRUIT_3.5MM,
,U$3,Adafruit microSD BFF-import-fps:PCBFEAT-REV-040,
,PLABEL0,Adafruit microSD BFF-import-fps:PLABEL0,
,PLABEL1,Adafruit microSD BFF-import-fps:PLABEL1,
,PLABEL2,Adafruit microSD BFF-import-fps:PLABEL2,
,PLABEL3,Adafruit microSD BFF-import-fps:PLABEL3,
,PLABEL4,Adafruit microSD BFF-import-fps:PLABEL4,
,PLABEL5,Adafruit microSD BFF-import-fps:PLABEL5,
,PLABEL6,Adafruit microSD BFF-import-fps:PLABEL6,
,PLABEL7,Adafruit microSD BFF-import-fps:PLABEL7,
,TP1,Adafruit microSD BFF-import-fps:TESTPOINT_PAD_1MM,
FIDUCIAL_1MM,"U$6,U$8",Adafruit microSD BFF-import-fps:FIDUCIAL_1MM,
MicroSD,X1,Adafruit microSD BFF-import-fps:MOLEX_104031-0811,
