Designator,Mid X,Mid Y,Rotation,Layer
C1,31.7500,29.2100,90.00,Top
C2,30.0990,20.7010,-90.00,Top
C3,28.9560,17.6530,0.00,Top
C4,8.1280,14.6050,-90.00,Top
C5,6.2230,14.8590,-90.00,Top
IC4,28.7020,6.2230,180.00,Top
JP2,36.8300,15.6210,-90.00,Top
PLABEL0,33.5280,29.2100,0.00,Top
PLABEL1,33.2740,11.3030,0.00,Top
PLABEL2,33.5280,8.7630,0.00,Top
PLABEL3,35.5600,6.8580,0.00,Top
PLABEL4,35.6870,13.8430,0.00,Top
PLABEL5,30.6070,16.5100,0.00,Top
PLABEL6,31.6230,21.4630,0.00,Top
PLABEL7,30.9880,18.9230,0.00,Top
PLABEL8,33.2740,3.8100,0.00,Top
PLABEL9,-4.3180,3.4290,0.00,Top
PLABEL10,-4.3180,0.7620,0.00,Top
PLABEL11,-4.3180,6.2230,0.00,Top
PLABEL12,-4.3180,8.3820,0.00,Top
PLABEL13,1.2700,10.5410,0.00,Top
PLABEL14,35.5600,22.8600,90.00,Top
PLABEL15,33.0200,27.0510,0.00,Top
PLABEL16,34.1630,1.0160,0.00,Top
PLABEL17,35.8140,29.5910,180.00,Bottom
PLABEL18,35.8140,27.0510,180.00,Bottom
PLABEL19,35.8140,24.5110,180.00,Bottom
PLABEL20,35.8140,21.9710,180.00,Bottom
PLABEL21,35.8140,19.4310,180.00,Bottom
PLABEL22,35.8140,16.8910,180.00,Bottom
PLABEL23,35.8140,14.3510,180.00,Bottom
PLABEL24,35.8140,11.8110,180.00,Bottom
PLABEL25,35.8140,9.2710,180.00,Bottom
PLABEL26,35.8140,6.7310,180.00,Bottom
PLABEL27,35.8140,4.1910,180.00,Bottom
PLABEL28,-3.4290,15.6210,-90.00,Bottom
PLABEL29,35.8140,1.6510,180.00,Bottom
Q3,26.8605,22.7965,180.00,Top
R1,31.6230,12.3190,180.00,Top
R2,31.6230,5.3340,180.00,Top
R3,25.8445,18.7960,180.00,Top
R4,31.6230,10.5410,180.00,Top
R5,25.8445,20.3835,180.00,Top
TFT1,21.9710,15.8750,90.00,Bottom
U1,27.1780,11.9380,180.00,Top
U2,31.8770,25.0190,180.00,Top
U$1,-4.1910,10.4140,0.00,Top
U$2,28.0670,1.7780,180.00,Top
U$4,13.0810,30.3530,0.00,Top
U$5,31.6230,1.2700,0.00,Top
X1,3.3020,23.4950,-90.00,Top
X2,23.0505,26.9875,180.00,Top
