Designator,Mid X,Mid Y,Rotation,Layer
C1,19.9390,6.8580,-90.00,Top
C2,12.9540,15.4940,0.00,Top
C3,14.8590,8.8900,0.00,Top
C4,9.2710,5.2070,0.00,Top
C5,9.2710,7.1120,180.00,Top
C6,9.2710,9.3980,180.00,Top
C7,9.2710,11.3030,180.00,Top
C8,9.2710,16.6370,180.00,Top
C9,9.2710,14.7320,180.00,Top
CONN4,30.3530,10.9220,90.00,Top
D1,31.3690,6.3500,90.00,Top
D2,17.3990,15.4940,0.00,Top
IC5,17.3990,11.1760,180.00,Top
JP1,16.5100,2.5400,0.00,Bottom
LCD1,2.2860,10.7990,180.00,Bottom
Q2,22.3520,7.7470,90.00,Top
R1,28.4480,6.3500,180.00,Top
R2,9.2710,13.0810,180.00,Top
R3,22.3520,11.9380,-90.00,Top
R5,17.3990,13.9700,0.00,Top
U2,12.9540,12.0650,180.00,Top
U$22,15.3670,5.0800,0.00,Top
U$25,5.8420,17.5260,180.00,Top
U$31,24.2570,14.6050,-90.00,Top
