Comment,Designator,Footprint,LCSC Part #
,"JP2,JP4",Adafruit_BQ24074-import-fps:1X01_OVAL,C7501259
,JP1,Adafruit_BQ24074-import-fps:1X02_ROUND,C492401
,JP3,Adafruit_BQ24074-import-fps:1X11_ROUND_76,C2894934
,U$14,Adafruit_BQ24074-import-fps:ADAFRUIT_5MM,
,U$18,Adafruit_BQ24074-import-fps:PCBFEAT-REV-040,
,"UNK0.5A0,UNK1.5A0",Adafruit_BQ24074-import-fps:SOLDERJUMPER_ARROW_NOPASTE,
,"THERM0,UNK1A0",Adafruit_BQ24074-import-fps:SOLDERJUMPER_CLOSEDWIRE,
10K,"R2,R7,R8,R10,R11",Adafruit_BQ24074-import-fps:0603-NO,C98220
10uF,"C1,C2,C3,C4,C5,C6,C9",Adafruit_BQ24074-import-fps:0805-NO,
1K,"R1,R9",Adafruit_BQ24074-import-fps:0603-NO,C2907002
2.1mm DC,X3,Adafruit_BQ24074-import-fps:DCJACK_2MM_SMT,
2K,R5,Adafruit_BQ24074-import-fps:0603-NO,C22975
5.1K,"R4,R6",Adafruit_BQ24074-import-fps:0603-NO,C23186
590,R3,Adafruit_BQ24074-import-fps:0603-NO,
BQ24074,X4,Adafruit_BQ24074-import-fps:QFN16_3MM,
GREEN,D1,Adafruit_BQ24074-import-fps:CHIPLED_0603,
JST 2PH,"BATT0,SYSOUT0",Adafruit_BQ24074-import-fps:JST-PH-2-SMT-RA,
RED,D3,Adafruit_BQ24074-import-fps:CHIPLED_0603,
SK34A,"D2,D4",Adafruit_BQ24074-import-fps:SMADIODE,
USB Type C,X2,Adafruit_BQ24074-import-fps:USB_C_CUSB31-CFM2AX-01-X,
