Designator,Comment,Footprint,OOMP ID,Reason
BATT0,JST 2PH,Adafruit_BQ24074-import-fps:JST-PH-2-SMT-RA,,No verified LCSC part number
C1,10uF,Adafruit_BQ24074-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C2,10uF,Adafruit_BQ24074-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C3,10uF,Adafruit_BQ24074-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C4,10uF,Adafruit_BQ24074-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C5,10uF,Adafruit_BQ24074-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C6,10uF,Adafruit_BQ24074-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C9,10uF,Adafruit_BQ24074-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
D1,GREEN,Adafruit_BQ24074-import-fps:CHIPLED_0603,electronic_led_0603_green,No verified LCSC part number
D2,SK34A,Adafruit_BQ24074-import-fps:SMADIODE,,No verified LCSC part number
D3,RED,Adafruit_BQ24074-import-fps:CHIPLED_0603,electronic_led_0603_red,No verified LCSC part number
D4,SK34A,Adafruit_BQ24074-import-fps:SMADIODE,,No verified LCSC part number
R3,590,Adafruit_BQ24074-import-fps:0603-NO,,No verified LCSC part number
SYSOUT0,JST 2PH,Adafruit_BQ24074-import-fps:JST-PH-2-SMT-RA,,No verified LCSC part number
THERM0,,Adafruit_BQ24074-import-fps:SOLDERJUMPER_CLOSEDWIRE,,No verified LCSC part number
U$14,,Adafruit_BQ24074-import-fps:ADAFRUIT_5MM,,No verified LCSC part number
U$18,,Adafruit_BQ24074-import-fps:PCBFEAT-REV-040,,No verified LCSC part number
UNK0.5A0,,Adafruit_BQ24074-import-fps:SOLDERJUMPER_ARROW_NOPASTE,,No verified LCSC part number
UNK1.5A0,,Adafruit_BQ24074-import-fps:SOLDERJUMPER_ARROW_NOPASTE,,No verified LCSC part number
UNK1A0,,Adafruit_BQ24074-import-fps:SOLDERJUMPER_CLOSEDWIRE,,No verified LCSC part number
X2,USB Type C,Adafruit_BQ24074-import-fps:USB_C_CUSB31-CFM2AX-01-X,,No verified LCSC part number
X3,2.1mm DC,Adafruit_BQ24074-import-fps:DCJACK_2MM_SMT,,No verified LCSC part number
X4,BQ24074,Adafruit_BQ24074-import-fps:QFN16_3MM,,No verified LCSC part number
