Designator,Mid X,Mid Y,Rotation,Layer
BATT0,0.0000,-21.5900,180.00,Top
C1,7.4930,-5.5880,180.00,Top
C2,-6.0960,17.9705,0.00,Top
C3,5.5245,9.0805,0.00,Top
C4,3.4290,-14.2875,180.00,Top
C5,-0.0635,-14.7320,0.00,Top
C6,10.6045,-6.8580,0.00,Top
C8,3.4290,-16.1290,180.00,Top
C9,-11.3030,6.0325,90.00,Top
C10,-7.4250,12.0695,180.00,Top
CN1,0.0000,20.8280,180.00,Top
D1,4.6990,16.3830,90.00,Top
D2,5.1435,-21.4630,90.00,Top
D3,4.5720,0.2540,180.00,Top
D5,-4.5720,0.2540,180.00,Top
F1,-5.5245,-21.5900,90.00,Top
IC1,11.5570,-4.3815,90.00,Top
IC2,-13.9700,-4.3180,-90.00,Top
IC4,0.0000,-1.3970,180.00,Top
L0,6.2230,22.0980,0.00,Top
LED1,15.1130,-8.1280,60.00,Top
LED2,8.6360,-14.8590,30.00,Top
LED3,17.1450,-0.2540,90.00,Top
LED4,14.9860,8.2550,120.00,Top
LED5,8.5090,14.8590,150.00,Top
LED6,-8.7630,14.9860,-150.00,Top
LED7,-14.8590,8.5090,-120.00,Top
LED8,-17.1450,0.0000,-90.00,Top
LED9,-14.8590,-8.8900,-60.00,Top
LED10,-8.1280,-15.1130,-30.00,Top
PWR0,-6.3500,21.8440,0.00,Top
Q1,5.4610,-9.0805,90.00,Top
R1,-12.5730,6.0325,-90.00,Top
R2,2.5400,-0.8890,90.00,Top
R3,-7.1120,19.3040,180.00,Top
R4,-9.8425,10.7950,-90.00,Top
R5,7.1120,19.6215,180.00,Top
R6,3.2385,-3.8735,0.00,Top
R7,8.1280,6.7945,180.00,Top
R8,7.4930,-6.8580,180.00,Top
R9,7.8105,-9.0170,-90.00,Top
R10,-7.6835,10.7950,180.00,Top
RESET0,0.0000,2.2860,180.00,Top
SP1,-7.9375,-6.0960,0.00,Top
SW1,-9.9060,1.0160,180.00,Top
SW2,9.9060,1.0160,180.00,Top
SWITCH0,0.0000,-9.0170,0.00,Top
THM1,8.0010,8.6995,90.00,Top
TP1,-4.3180,9.9060,180.00,Bottom
TP5,-9.3980,9.9060,180.00,Bottom
TP6,-6.8580,9.9060,180.00,Bottom
U1,7.4295,-3.8100,90.00,Top
U2,-10.4775,8.5090,0.00,Top
U3,-3.6830,-14.9860,0.00,Top
U4,-0.6985,16.1925,-90.00,Top
U$1,5.1435,-17.9070,0.00,Top
U$2,15.3670,18.2880,0.00,Top
U$3,-15.4940,-18.6690,0.00,Top
U$4,11.6840,1.9050,180.00,Bottom
U$5,0.0000,9.4615,0.00,Top
U$6,15.4940,-18.6690,0.00,Top
U$7,0.0000,-24.1300,180.00,Bottom
U$16,-25.4000,-25.4000,0.00,Top
U$33,-14.3510,-8.7630,180.00,Bottom
U$34,19.4310,-8.2550,180.00,Bottom
U$35,-5.0800,-18.0340,0.00,Top
U$46,25.4000,-25.4000,180.00,Bottom
