Comment,Designator,Footprint,LCSC Part #
,JP4,Servo Bonnet rev B-import-fps:1X03_ROUND,C49257
,"JP1,JP2,JP5,JP6",Servo Bonnet rev B-import-fps:3X04,
,U$8,Servo Bonnet rev B-import-fps:ADAFRUIT_3.5MM,
,U$6,Servo Bonnet rev B-import-fps:ADAFRUIT_TEXT_20MM,
,C2,"Servo Bonnet rev B-import-fps:E3,5-8",
,U$11,Servo Bonnet rev B-import-fps:PCBFEAT-REV-040,
,IO_LEVEL0,Servo Bonnet rev B-import-fps:SOLDERJUMPER_2WAY_OPEN_NOPASTE,
10K,"R4,R5",Servo Bonnet rev B-import-fps:RESPACK_4X0603,C98220
10uF,C1,Servo Bonnet rev B-import-fps:0805-NO,
2.1mm,X1,Servo Bonnet rev B-import-fps:DCJACK_2MM_PTH,
220,"R11,R12,R13,R14",Servo Bonnet rev B-import-fps:RESPACK_4X0603,C2907127
3.5mm term,UNK5VIN0,Servo Bonnet rev B-import-fps:TERMBLOCK_1X2-3.5MM,
470,R10,Servo Bonnet rev B-import-fps:0603-NO,C23179
AOD417,Q1,Servo Bonnet rev B-import-fps:TO252,
GREEN,LED1,Servo Bonnet rev B-import-fps:CHIPLED_0805_NOOUTLINE,
HEADER-1X25,CONN1,Servo Bonnet rev B-import-fps:1X25_ROUND_70MIL,C2883713
PCA9685,U2,Servo Bonnet rev B-import-fps:TSSOP28,
RASPBERRYPI_BPLUS_BONNET_THMSMT,RPI1,Servo Bonnet rev B-import-fps:PI_BONNET_THMSMT,
"TPB1,27","TP1,TP2,TP3,TP4,TP5,TP6","Servo Bonnet rev B-import-fps:B1,27",
