Designator,Mid X,Mid Y,Rotation,Layer
C1,18.5420,5.0800,0.00,Bottom
C2,18.5420,7.6200,0.00,Bottom
C3,11.4300,10.6680,-90.00,Bottom
C4,18.5420,10.1600,180.00,Bottom
C5,4.0640,14.4780,90.00,Bottom
C6,6.0960,14.4780,90.00,Bottom
C7,12.7000,17.9070,180.00,Bottom
D1,14.4780,10.7950,90.00,Bottom
JP1,17.0000,2.2540,180.00,Top
LCD1,31.7500,10.4100,0.00,Top
Q1,2.5400,5.5880,0.00,Bottom
Q2,10.9220,6.8580,90.00,Bottom
R3,8.1280,14.4780,90.00,Bottom
R4,2.5400,9.2710,180.00,Bottom
R5,14.9860,6.8580,-90.00,Bottom
R7,6.6040,6.6040,180.00,Bottom
R8,5.8420,2.5400,-90.00,Bottom
R9,7.8740,2.5400,90.00,Bottom
U1,17.2720,17.3990,-90.00,Bottom
U$16,30.3530,16.5100,90.00,Top
