Designator,Comment,Footprint,OOMP ID,Reason
PLABEL0,,PLABEL0,,No verified LCSC part number
PLABEL1,,PLABEL1,,No verified LCSC part number
PLABEL2,,PLABEL2,,No verified LCSC part number
PLABEL3,,PLABEL3,,No verified LCSC part number
PLABEL4,,PLABEL4,,No verified LCSC part number
PLABEL5,,PLABEL5,,No verified LCSC part number
PLABEL6,,PLABEL6,,No verified LCSC part number
PLABEL7,,PLABEL7,,No verified LCSC part number
PLABEL8,,PLABEL8,,No verified LCSC part number
PLABEL9,,PLABEL9,,No verified LCSC part number
PLABEL10,,PLABEL10,,No verified LCSC part number
PLABEL11,,PLABEL11,,No verified LCSC part number
PLABEL12,,PLABEL12,,No verified LCSC part number
PLABEL13,,PLABEL13,,No verified LCSC part number
PLABEL14,,PLABEL14,,No verified LCSC part number
PLABEL15,,PLABEL15,,No verified LCSC part number
PLABEL16,,PLABEL16,,No verified LCSC part number
PLABEL17,,PLABEL17,,No verified LCSC part number
PLABEL18,,PLABEL18,,No verified LCSC part number
PLABEL19,,PLABEL19,,No verified LCSC part number
PLABEL20,,PLABEL20,,No verified LCSC part number
PLABEL21,,PLABEL21,,No verified LCSC part number
PLABEL22,,PLABEL22,,No verified LCSC part number
PLABEL23,,PLABEL23,,No verified LCSC part number
PLABEL24,,PLABEL24,,No verified LCSC part number
SW1,SDA04H1SBD,DIPSWITCH_4PIN,,No verified LCSC part number
U$5,,ADAFRUIT_2.5MM,,No verified LCSC part number
U$6,,ADAFRUIT_5MM,,No verified LCSC part number
U$8,,PCBFEAT-REV-040,,No verified LCSC part number
X1,USB Type C,USB_C_CUSB31-CFM2AX-01-X,,No verified LCSC part number
X2,USB A Host,USB_HOST-PTH,,No verified LCSC part number
