Comment,Designator,Footprint,LCSC Part #
,"JP3,JP4",Adafruit I2C to 8 Channel Solenoid Driver-import-fps:1X04_ROUND,C42431795
,"JP6,JP7",Adafruit I2C to 8 Channel Solenoid Driver-import-fps:1X08_ROUND_70,C492421
,U$4,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:ADAFRUIT_3.5MM,
,U$7,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:ADAFRUIT_TEXT_20MM,
,U$25,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PCBFEAT-REV-040,
,PLABEL0,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL0,
,PLABEL1,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL1,
,PLABEL10,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL10,
,PLABEL11,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL11,
,PLABEL12,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL12,
,PLABEL13,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL13,
,PLABEL14,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL14,
,PLABEL15,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL15,
,PLABEL16,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL16,
,PLABEL17,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL17,
,PLABEL18,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL18,
,PLABEL19,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL19,
,PLABEL2,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL2,
,PLABEL20,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL20,
,PLABEL21,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL21,
,PLABEL22,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL22,
,PLABEL23,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL23,
,PLABEL24,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL24,
,PLABEL25,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL25,
,PLABEL26,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL26,
,PLABEL27,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL27,
,PLABEL28,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL28,
,PLABEL29,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL29,
,PLABEL3,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL3,
,PLABEL30,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL30,
,PLABEL31,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL31,
,PLABEL32,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL32,
,PLABEL33,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL33,
,PLABEL34,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL34,
,PLABEL35,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL35,
,PLABEL36,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL36,
,PLABEL37,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL37,
,PLABEL38,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL38,
,PLABEL39,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL39,
,PLABEL4,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL4,
,PLABEL40,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL40,
,PLABEL41,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL41,
,PLABEL42,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL42,
,PLABEL43,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL43,
,PLABEL44,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL44,
,PLABEL45,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL45,
,PLABEL46,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL46,
,PLABEL47,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL47,
,PLABEL48,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL48,
,PLABEL49,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL49,
,PLABEL5,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL5,
,PLABEL50,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL50,
,PLABEL51,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL51,
,PLABEL52,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL52,
,PLABEL53,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL53,
,PLABEL54,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL54,
,PLABEL55,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL55,
,PLABEL56,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL56,
,PLABEL57,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL57,
,PLABEL58,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL58,
,PLABEL59,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL59,
,PLABEL6,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL6,
,PLABEL60,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL60,
,PLABEL7,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL7,
,PLABEL8,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL8,
,PLABEL9,Adafruit I2C to 8 Channel Solenoid Driver-import-fps:PLABEL9,
,"ADDR0,ADDR1,ADDR2",Adafruit I2C to 8 Channel Solenoid Driver-import-fps:SOLDERJUMPER_ARROW_NOPASTE,
