Comment,Designator,Footprint,LCSC Part #
,JP1,Adafruit STHS34PF80 IR Presence Sensor-import-fps:1X06_ROUND_70,C37208
,U$22,Adafruit STHS34PF80 IR Presence Sensor-import-fps:ADAFRUIT_3.5MM,
,U$25,Adafruit STHS34PF80 IR Presence Sensor-import-fps:PCBFEAT-REV-040,
,PLABEL0,Adafruit STHS34PF80 IR Presence Sensor-import-fps:PLABEL0,
,PLABEL1,Adafruit STHS34PF80 IR Presence Sensor-import-fps:PLABEL1,
,PLABEL10,Adafruit STHS34PF80 IR Presence Sensor-import-fps:PLABEL10,
,PLABEL11,Adafruit STHS34PF80 IR Presence Sensor-import-fps:PLABEL11,
,PLABEL12,Adafruit STHS34PF80 IR Presence Sensor-import-fps:PLABEL12,
,PLABEL2,Adafruit STHS34PF80 IR Presence Sensor-import-fps:PLABEL2,
,PLABEL3,Adafruit STHS34PF80 IR Presence Sensor-import-fps:PLABEL3,
,PLABEL4,Adafruit STHS34PF80 IR Presence Sensor-import-fps:PLABEL4,
,PLABEL5,Adafruit STHS34PF80 IR Presence Sensor-import-fps:PLABEL5,
,PLABEL6,Adafruit STHS34PF80 IR Presence Sensor-import-fps:PLABEL6,
,PLABEL7,Adafruit STHS34PF80 IR Presence Sensor-import-fps:PLABEL7,
,PLABEL8,Adafruit STHS34PF80 IR Presence Sensor-import-fps:PLABEL8,
,PLABEL9,Adafruit STHS34PF80 IR Presence Sensor-import-fps:PLABEL9,
,"U$30,U$31",Adafruit STHS34PF80 IR Presence Sensor-import-fps:STEMMAQT,
0.1uF,C1,Adafruit STHS34PF80 IR Presence Sensor-import-fps:0603-NO,C14663
10K,R1,Adafruit STHS34PF80 IR Presence Sensor-import-fps:0603-NO,C98220
10K Pack,R3,Adafruit STHS34PF80 IR Presence Sensor-import-fps:RESPACK_4X0603,C98220
10uF,"C2,C3",Adafruit STHS34PF80 IR Presence Sensor-import-fps:0805-NO,
AP2127K-3.3,U2,Adafruit STHS34PF80 IR Presence Sensor-import-fps:SOT23-5,
BSS138,Q2,Adafruit STHS34PF80 IR Presence Sensor-import-fps:SOT363,
GREEN,D1,Adafruit STHS34PF80 IR Presence Sensor-import-fps:CHIPLED_0603_NOOUTLINE,
STEMMA_I2C_QT,"CONN3,CONN4",Adafruit STHS34PF80 IR Presence Sensor-import-fps:JST_SH4,C160404
STHS34PF80TR,U1,Adafruit STHS34PF80 IR Presence Sensor-import-fps:XDCR_STHS34PF80TR,
