Designator,Comment,Footprint,OOMP ID,Reason
C1,10uF,Adafruit QT2040 Trinkey-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C8,10uF,Adafruit QT2040 Trinkey-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
CONN1,STEMMA_I2C_QTSKINNY,Adafruit QT2040 Trinkey-import-fps:JST_SH4_SKINNY,,No verified LCSC part number
D2,  NSR0320,Adafruit QT2040 Trinkey-import-fps:SOD-323_MINI,,No verified LCSC part number
IC2,RP2040_QFN56,Adafruit QT2040 Trinkey-import-fps:QFN56_7MM_REDUCEDEPAD,,No verified LCSC part number
LED1,WS2812B_SK6805_1515,Adafruit QT2040 Trinkey-import-fps:SK6805_1515,,No verified LCSC part number
SW2,,Adafruit QT2040 Trinkey-import-fps:SPST_TACTILE_RA,,No verified LCSC part number
SW3,,Adafruit QT2040 Trinkey-import-fps:SPST_TACTILE_RA,,No verified LCSC part number
TP3,,Adafruit QT2040 Trinkey-import-fps:TESTPOINT_ROUND_1.5MM_NO,,No verified LCSC part number
TP4,,Adafruit QT2040 Trinkey-import-fps:TESTPOINT_ROUND_1.5MM_NO,,No verified LCSC part number
U1,AP2112K-3.3,Adafruit QT2040 Trinkey-import-fps:SOT23-5,electronic_ic_sot_23_5_power_management_linear_voltage_regulator_diodes_ap2112k_3_3,No verified LCSC part number
U5,8MB,Adafruit QT2040 Trinkey-import-fps:USON8_4X4,,No verified LCSC part number
U$6,FIDUCIAL_1MM,Adafruit QT2040 Trinkey-import-fps:FIDUCIAL_1MM,,No verified LCSC part number
U$7,,Adafruit QT2040 Trinkey-import-fps:STEMMAQT,,No verified LCSC part number
U$8,FIDUCIAL_1MM,Adafruit QT2040 Trinkey-import-fps:FIDUCIAL_1MM,,No verified LCSC part number
U$9,,Adafruit QT2040 Trinkey-import-fps:PCBFEAT-REV-040,,No verified LCSC part number
U$10,,Adafruit QT2040 Trinkey-import-fps:ADAFRUIT_5MM,,No verified LCSC part number
X1,,Adafruit QT2040 Trinkey-import-fps:USBA_PCB,,No verified LCSC part number
Y1,12MHZ,Adafruit QT2040 Trinkey-import-fps:CRYSTAL_2.5X2,,No verified LCSC part number
