Designator,Mid X,Mid Y,Rotation,Layer
C1,123.9000,-140.5000,90.00,Top
C2,122.5000,-140.5000,90.00,Top
C3,119.0000,-142.3000,0.00,Top
C4,119.0000,-148.7000,0.00,Top
JP1,118.5000,-131.0000,0.00,Top
JP2,137.0000,-139.5000,180.00,Top
JP3,139.5000,-131.0000,0.00,Top
JP4,122.0000,-143.9000,0.00,Top
JP5,122.0000,-146.8000,180.00,Top
K1,113.3000,-139.0000,90.00,Top
K2,129.0000,-148.5000,180.00,Top
K3,137.8900,-148.5000,0.00,Top
K4,144.7000,-139.0000,-90.00,Top
R1,138.8000,-133.5000,-90.00,Top
R2,119.2000,-133.5000,-90.00,Top
R3,137.0000,-141.0000,180.00,Top
R4,117.8000,-133.5000,90.00,Top
R5,140.2000,-133.5000,90.00,Top
R6,137.0000,-143.0000,0.00,Top
U1,129.0000,-139.0000,180.00,Top
U2,140.8000,-143.9000,0.00,Top
U3,119.0000,-145.5000,90.00,Top
