Ref,Val,Package,PosX,PosY,Rot,Side
"U$23","","ADAFRUIT_TEXT_20MM",26.162000,4.318000,180.000000,bottom
"C1","0.47uF","0805-NO",12.700000,11.938000,90.000000,top
"C2","0.47uF","0805-NO",19.558000,13.716000,180.000000,top
"C3","10µF","0805-NO",27.686000,12.192000,180.000000,top
"C5","10µF","0805-NO",27.432000,6.604000,0.000000,top
"FID1","FIDUCIAL""","FIDUCIAL_1MM",28.956000,14.478000,180.000000,top
"FID2","FIDUCIAL""","FIDUCIAL_1MM",5.588000,1.270000,180.000000,top
"JP1","","1X07_ROUND_76",15.240000,2.540000,180.000000,top
"Q1","BSS138","SOT23-WIDE",23.622000,11.176000,180.000000,top
"Q2","BSS138","SOT23-WIDE",19.558000,8.890000,180.000000,top
"R5","10K","0805-NO",19.558000,11.684000,0.000000,top
"R6","10K","0805-NO",23.622000,13.970000,0.000000,top
"R7","10K","0805-NO",23.622000,7.366000,-90.000000,top
"R8","10K","0805-NO",20.320000,5.842000,0.000000,top
"U$10","MOUNTINGHOLE2.5","MOUNTINGHOLE_2.5_PLATED",27.940000,2.540000,180.000000,top
"U$11","MOUNTINGHOLE2.5","MOUNTINGHOLE_2.5_PLATED",2.540000,2.540000,180.000000,top
"U$12","","ADAFRUIT_3.5MM",0.508000,10.668000,0.000000,top
"U1","Si5351A-B-GT","MSOP10",15.494000,12.192000,0.000000,top
"U2","RT9193","SOT23-5",27.432000,9.398000,-90.000000,top
"X1","","SMA_EDGELAUNCH",5.080000,21.082000,-90.000000,top
"X2","","SMA_EDGELAUNCH",15.240000,21.082000,-90.000000,top
"X3","","SMA_EDGELAUNCH",25.400000,21.082000,-90.000000,top
"Y1","25MHz","CRYSTAL_3.2X2.5",15.240000,7.366000,180.000000,top
