Designator,Mid X,Mid Y,Rotation,Layer
C1,32.4600,20.9350,-90.00,Top
C2,57.9120,20.5740,0.00,Top
C3,54.4830,30.6070,180.00,Top
C4,46.8630,34.7980,0.00,Top
C5,51.8160,36.8300,180.00,Top
C6,57.2770,34.1630,0.00,Top
C7,57.9120,18.6690,0.00,Top
C15,47.4940,31.7890,90.00,Top
C16,59.1430,31.7140,0.00,Top
C20,53.7380,24.3090,90.00,Top
C21,47.1270,24.4360,90.00,Top
C22,57.9120,16.7640,0.00,Top
C23,57.9120,14.8590,0.00,Top
C24,57.9120,12.9540,0.00,Top
D1,47.2440,36.8300,180.00,Top
D2,49.0220,38.8620,0.00,Top
D3,54.6100,34.9250,90.00,Top
EINK2,69.8754,23.3934,180.00,Bottom
IC1,37.7190,32.6390,-90.00,Top
JP2,40.0050,2.5400,180.00,Top
L1,51.0540,33.5280,180.00,Top
Q5,57.2770,37.2110,90.00,Top
R1,29.2100,17.9070,90.00,Top
R2,36.8300,17.9070,90.00,Top
R3,39.3700,17.9070,90.00,Top
R4,60.5790,35.3060,90.00,Top
R5,44.4500,17.9070,90.00,Top
R6,34.2900,17.9070,90.00,Top
R7,62.6110,35.3060,90.00,Top
U2,50.3730,24.4360,90.00,Top
U4,37.6120,22.7120,90.00,Top
U$9,7.3660,3.1750,0.00,Top
U$39,3.3020,7.6200,0.00,Top
X1,16.2650,37.1230,-90.00,Top
